,skill_info_processed
10878,literarisch technik -- verschieden ansatz -- autor schreibstil verbessern spezifisch wirkung erzielen -- möglich ansatz wahl bestimmt genr verwendung metapher -- anspielung wortspiel -- 
10879,tätigkeit bereich agrotourismus organisieren -- führen mitarbeiter organisieren agrotouristisch tätigkeit bauernhof -- planung bewerbung produkt dienstleistung -- b&b-dienstleistunge -- klein bewirtungsangebot -- agrotourismus freizeitaktivität verkauf landwirtschaftlich erzeugnis maßstab -- schulung personal verschieden dienstleistung gemäß plan -- 
10880,stundenastrologie -- zweig horoskop-astrologie -- astrolog moment -- frage formulieren -- horoskop erstellen -- beantwortung frage verwenden -- 
10881,reife reinigen -- reinigung fertig reifen vorbereitung lackierung -- 
10882,darlehensvertrag aushandeln -- führen verhandlung bankkaufleut partei -- kreditgeber tätig -- zinssatz aspekt darlehensvertrag kreditnehmer möglichst vorteilhaft kondition aushandeln -- 
10883,medienquell studieren -- analyse verschieden medienquell sendung -- printmedium online-medi -- anregung entwicklung kreativ konzept sammeln -- 
10884,elektrizität -- grundsatz elektrizität stromkreis verbunden risiko -- 
10885,grünwassermethode -- grünwassermethode finden aquakulturzucht anwendung -- 
10886,straßenfahrzeug reinigen -- reinigung instandhaltung lieferwagen -- busse straßenfahrzeug -- sicher betriebsbedingung gewährleisten -- 
10887,elektrisch testverfahren -- testverfahren elektrisch gerät maschine -- leistung qualität einhaltung spezifikation überprüfen -- test elektrisch eigenschaft spannung -- strom -- widerstand -- kapazität induktivität mithilfe elektrisch messgerät multimeter -- oszilloskope voltmeter messen -- 
10888,stromgenerator -- grundsatz funktionsweise gerät -- mechanisch energie elektrisch energie umwandeln -- gleichstrom wechselstromgeneratoren -- rotor -- statoren -- anker feld -- 
10889,gesprochen rumänisch verstehen -- verstehen rumänisch sprache gesprochen form -- 
10890,projektbeschreibung finanzierungshilf schreiben -- erstellen beschreibung projekt -- wohltätigkeitsorganisation durchführen -- zuschuß finanzierungshilf national international organisation lokal behörde -- finanzierung bereitstellen -- erhalten -- 
10891,vorbereitung rettungsboot helfen -- unterstützung seeleute vorbereitung rettungsboot bereitstellung ingenieurwiss wartung reparatur rettungsboot -- 
10892,artikel umschreiben -- umschreibe artikel -- fehler korrigieren -- artikel leser attraktiv sorgen -- zeit platzvorgabe entsprechen -- 
10893,totalisator einrichten -- installation totalisator -- information anzeigen -- totalisatorwette veranstaltung relevant -- 
10894,homogenität zucker überwachen -- überwachen -- zucker zentrifugiert produkt homogen qualitätsstandard entsprechen -- 
10895,feilmaschinenteil -- verschieden teil -- merkmal anwendung maschine feilen endbehandel werkstück metall -- holz kunststoff -- feile spitze -- feststellschraube -- mittelplatte -- adapter -- feilenband -- oberer führung -- mast -- unterstützung usw. 
10896,gesprochen isländisch verstehen -- verstehen isländisch sprache gesprochen form -- 
10897,source -- videospielerstellungssystem -- -- spiel-engine -- software-framework integriert entwicklungsumgebung speziell designwerkzeug bestehen -- schnell iteration computerspiel nutzer konzipieren -- 
10898,nähtechnik anwenden -- anwenden nähtechnik herstellung schuhwerk lederwaren verwendung geeignet maschine -- nadel -- faden anderer werkzeug -- erforderlich modell erhalten nähtechnisch spezifikation erfüllen -- 
10899,radierung überprüfen -- eingehend überprüfung fertig radierung verwendung mikroskope lupe -- 
10900,software installieren -- installation maschinenlesbar anweisung computerprogramm -- prozessor computer bestimmt aktion ausführen -- 
10901,information verpackung sendung entgegennehmen -- entgegennahme information seitens versender bezug -- bestimmt aspekt dokument art weise verpackung verladung lastwagen -- verstehen information strikt einhaltung anweisung -- 
10902,kieferorthopädisch verfahren informieren -- einführen kieferorthopädisch verfahren bereitstellen klar anweisung zahnmedizinisch personal technisch assistent -- 
10903,produktionsplan befolgen -- befolgen produktionsplan berücksichtigung anforderung -- zeitvorgabe bedürfnis -- produktionsplan beschreiben -- einzeln zeitraum herstellen -- spiegeln verschieden aspekt wider -- produktion -- personalausstattung -- lagerbestand usw. insofern grundlage fertigung -- angeben -- produkt nachfragen -- verwenden sämtlich information tatsächlich umsetzung plan -- 
10904,digital kompetenz vermitteln -- unterricht lernend theorie praxis -- grundlegend -- digital computerkompetenz -- effizient maschinenschreibe -- arbeit grundlegend online-technologium abrufen e-mail -- schließen einweisung lernend ordnungsgemäße nutzung computerhardware softwareprogramm -- 
10905,bestellung verschieden lieferant koordinieren -- bearbeitung bestellung verschieden lieferant gewährleistung qualität analyse warenprobe -- 
10906,"bürger -- bürgerin verfügung stehend elektronisch dienst arbeiten -- nutzung -- verwaltung zusammenarbeit öffentlich privat online-dienst -- elektronisch handel -- e-governance -- automatisiert bankdienstleistung -- elektronisch gesundheitsdienst -- 
	 "
10907,holzerzeugnis -- verschieden holzerzeugnis schnittholz möbel -- funktion -- eigenschaft rechtlich regulatorisch auflage -- 
10908,wissenschaftlich versuch weltraum durchführen -- durchführen unterschiedlich art versuch verschieden bereich wissenschaft -- einschließlich versuch mensch biologisch physikalisch experiment -- anwenden wissenschaftlich methode dokumentieren ergebnis -- innovation erreichen industrielle gewerblich anwendung entdecken -- 
10909,bericht radiologisch untersuchung verfassen -- verfassen protokoll bericht radiologisch untersuchung -- hausarzt überweisend arzt senden -- 
10910,verkaufsbesuche kunde planen -- plane täglich verkaufsweg kundenbesuch -- dienstleistung produkt einführen verkaufen -- 
10911,modell reparieren -- reparatur nacharbeit verschieden art form modell fertigungsverfahren -- 
10912,anlagewartung sicherstellen -- sicherstelle -- betrieb erforderlich gerät regelmäßig störung überprüfen -- routinemäßig wartungsaufgabe ausführen schaden mängeln reparatur eingeplanen ausführen -- 
10913,zuweisung flugressource verwalten -- sicherstelle -- flug geeignet luftfahrzeug geeignet besatzungsmitglied einsetzen -- 
10914,psychoanalyse -- art psychoanalytisch theorie technik -- unbewusst mental prozeß beziehen -- 
10915,herstellung leichtmetallverpackungen -- herstellung blechdose konservenbüchse lebensmittel -- tube schachtel metallverschlüssen -- 
10916,parfüm kosmetikerzeugniß -- angeboten parfüm kosmetikerzeugniß -- funktion -- eigenschaft rechtlich regulatorisch auflage -- 
10917,kunde kundin zeitung empfehlen -- empfehlen beraten bezug zeitschrift -- buch zeitung entsprechend persönlich interesse kunde -- 
10918,kassenbereich beobachten -- sicherstelle -- kassenbereich angemessen barmittel verfügen angemessen personal ausstatten -- 
10919,demografie -- wissenschaftliches fachgebiet -- größe -- struktur verteilung menschlich bevölkerung geografisch zeitlich veränderung befassen -- 
10920,zuckerart -- art zucker stärke verschieden rohstoff -- unterschiedlich konsistenz süße -- abgemessen menge raffinerieprodukt entstehen -- 
10921,saugausleger steuern -- steuer saugausleger saugschlauch -- baggergut absaugen -- heben senken saugausleger -- vorgang beginnen beenden hindernisse ausweichen -- 
10922,speziell datenanalysesoftware nutzen -- nutzung spezifisch software datenanalyse -- einschließlich statistik -- tabellenkalkulation datenbank -- prüfung möglichkeit erstellung bericht manager -- vorgesetzt kunde -- 
10923,kran bedienen -- bedienen krän -- maschine -- gerät gegenstand verschieden ort bewegen -- positionieren -- heben platzieren -- 
10924,notfallplan entkommen fisch aquakultur -- anzuwendend verfahren fall -- tier käfigsysteme entkommen -- 
10925,geotechnisch struktur überwachen -- überwachen leistungsfaktoren geotechnisch struktur bezug eisenbahnsystem -- 
10926,"aufbau netzwerk anbieter tourismusbereich -- aufbau weitverzweigt netzwerk anbieter fremdenverkehrsindustrie -- 
	 "
10927,mehrere wissensgebiet miteinander verbinden -- verbinden beitrag erwägung unterschiedlich wissensgebieten -- z. b. technik -- design -- konstruktion -- soziale -- entwicklung projekt täglich arbeit -- 
10928,touristeninformation sammeln -- sammlung zusammenstellung relevant touristeninformation verschieden quelle -- 
10929,geschrieben dänisch verstehen -- lesen verstehen schriftlich text dänisch sprache -- 
10930,papierbeschichtung auftragen -- bedienen beschichtungsanlage leimpresse -- pigment -- stärke chemikalie oberfläche papier auftragen -- eigenschaft verbessern -- widerstandsfähigkeit druckqualität -- 
10931,fliehkraftabschneid überwachen -- betrieb überwachung fliehkraftabscheider -- 
10932,weltweit anfrage logistikdienstleistung reagieren -- reagieren weltweit anfrage kunde logistikdienstleistung -- 
10933,wert edelsteine berechnen -- bestimmung geschätzt wert schmuckstein diamant perle -- analyse preisverzeichnisse -- marktfluktuation seltenheitsgrade -- 
10934,kosten wartung pflege schmuck uhr veranschlagen -- veranschlag gesamtkoste wartung uhr schmuck -- 
10935,dämmkugel hohlraum schütten -- einbringen dämmkugel styroporkügelche hohlraum -- dämmend struktur geeignet hohlraum aufweisen -- 
10936,einhaltung rechtsvorschrift glücksspiel gewährleisten -- gewährleistung vollständig einhaltung bestimmung lokal vorschrift gesetz glücksspiel -- unternehmenspolitik -abläufe -- einschließlich arbeitsrecht anderer einschlägig rechtsvorschrift behörde -- 
10937,online-moderationstechnik -- strategie methode online-interaktion online-moderation nutzer gruppe -- 
10938,überflüssig kunststoff abschleifen -- vermahle überflüssig kunststoff pulver wiederverwendung -- 
10939,javanisch sprechen -- mündliches kommunizieren javanisch sprache -- 
10940,bewirtschaftungsverfahr ungefährlich abfall entwickeln -- entwickeln strategie steigerung effizienz -- anlage ungefährlich abfall verpackung -- textilie -- schrott -- schutt papier behandeln -- transportieren entsorgen -- 
10941,schnell kostümwechsel vornehmen -- wechsel kostüm -- haar -- perücke schminke aufführung -- 
10942,patent anmelden -- verteidigen interesse erfinder hersteller anmeldung patent zuständig patentamt -- sicherstelle -- anmeldefrist einhalten -- aufrechterhaltung patent -- 
10943,forschung reproduktionsmedizin betreiben -- erforschen analysieren aspekt menschlich fortpflanzung entwicklungsbiologie schwerpunkt perinatalmedizin -- gynäkologisch onkologie -- endokrinologie unfruchtbarkeit -- 
10944,sprachstörung diagnostizieren -- bewertung diagnose sprach kommunikationsstörung patient ermittlung vielzahl ursache angeboren problem störung schlaganfall verletzung -- 
10945,kanalisationsnetz kontrollieren -- bestimmung lokalisierung ursache verstopfung kanalisationsnetz -- 
10946,ikt-wiederherstellungsverfahr -- technik wiederherstellung hardware softwarekomponent -daten ausfall -- korruption beschädigung -- 
10947,studie feldforschung betreiben -- plane durchführen studie feldforschung bedarfsfall -- begutachten landschaft verwendung etabliert technik verfahren -- 
10948,aktuarwissenschaft -- regel anwendung mathematisch statistisch technik bestimmung potenziell bestehend risiko verschieden wirtschaftszweig -- z. b. finanz versicherungsbranche -- 
10949,temperatur härteofe einstellen -- einstellen temperatur härteöfe drehen regler -- richtig parameter setzen -- 
10950,"luftfahrzeug inspizieren -- inspizieren luftfahrzeug luftfahrzeugbauteile -- teil -- ausrüstung gerät -- funktionsstörung kraftstoffaustritt fehler elektrisch druckausgleichsystem erkennen -- 
    "
10951,motorgetrieben straßenkehrmaschin bedienen -- verwenden straßenkehrmaschin reinigung rinnsteinen straße -- 
10952,gasverteilungsaktivitäte beaufsichtigen -- beaufsichtig tätigkeit gasverteilungseinrichtung betrieb gasverteilungsnetzen rohrleitung -- einhaltung rechtsvorschrift -- effizient ablauf ordnungsgemäße handhabung wartung ausrüstung sicherstellen -- 
10953,kraftfahrzeug anspruchsvoll bedingung testen -- teste lenk bremsfähigkeit fahrverhalten kraftfahrzeug -- prüfen -- anspruchsvoll extrem bedingung verhalten -- steigung -- kurve glatteis -- 
10954,sänger auswählen -- auswahl sänger solist -- 
10955,montageanweisung ablegen -- speicher anweisung verschieden verfahren montage verschieden möbelteil -- spät zeitpunkt verfügbar -- 
10956,hofbedarf verwalten -- verwalten hofbedarf betreuung verfahren einkauf lagerung -- auswahl beschaffung vorräten gerät saatgut -- tierfutter -- dünger landwirtschaftlich maschine -- 
10957,ausrüstung kontrollieren -- ein ausschalten ausrüstung -- ermitteln technisch problem -- fehlerbehebung durchführen klein reparatur -- überwachen kontrollausrüstung -- gefahr sicherheit umwelt ermitteln -- 
10958,pharmazeutisch fachberatung anbieten -- bereitstellung fachinformation fachberatung arzneimittel sachgerecht verabreichung -- nebenwirkung wechselwirkung arzneimittel -- 
10959,frageböge durchsehen -- lesen analysieren frageböge -- liefer feedback genauigkeit angemessenheit bewertung berücksichtigung zweck -- 
10960,metallpoliergerät bedienen -- bedienen gerät schwabbeln polieren metallwerkstück -- diamantlösungen -- silizium-polierscheiben arbeitsscheibe lederrieme usw. 
10961,rohrleitungsbeschichtung pflegen aufrechterhalten -- pflege rohrleitung beschichtungseigenschaft bestimmt chemikalie technik -- aufrechterhalten äußerer korrosionsschutz -- innenbeschichtung -- betonummantelung -- wärmedämmung anderer beschichtungseigenschaft -- 
10962,wandschlitz erstellen -- erstellen schmal wandschlitz spalt -- kabel durchführen -- gerade kanalverlauf -- unnötig schaden vermeiden -- sicherstelle -- vorhanden kabel beschädigen -- führen kabel schlitz schließen schlitz entsprechend material -- 
10963,zement-hebezeug bedienen -- bedienen hebezeug druckluftpumpe elektrisch betrieben bandförderer -- zement lagerbehälter befördern -- 
10964,finanzdokumentation zusammenhang frachte beaufsichtigen -- überprüfen genauigkeit frachtabrechnung fakturierung -- 
10965,produzierend objekt entwerfen -- umreiße -- zeichnen entwerfen skizze zeichnung gedächtnis -- anhand lebend modell anhand fertigerzeugnisse referenzmateriali zug kunsthandwerklich bildhauerisch tätigkeit -- 
10966,haltung ernteauswirkung aquatisch ressource -- untersuchung haltung ernteauswirkung aquatisch ressource -- fisch -- weichtier krebstier -- 
10967,mörtelfug fertigstellen -- verwenden maurerkelle -- fuge zusätzlich mörtel schließen -- glätten fertigstellen -- mörtel teilweise härten -- sicherstelle -- fuge vollständig ausfüllt -- wand feuchtigkeit äußerer einfluß schützen -- 
10968,"indikator -- durchführung eu-fonds-programmen verwenden -- verschieden art input- -- output- ergebnisindikatorum -- bereich verwaltung eu-mittel verwenden -- 
    "
10969,lizenzgebühr einziehen -- einziehen bearbeitung lizenz fällig zahlung -- gewährung erstlizenz lizenzverlängerung -- sicherstelle -- richtig betrag zahlen verfahren vorschrift entsprechen -- 
10970,frostschutzstoff einbauen -- einbauen dämmstoff sand -- kies -- schotter -- schaumglas extrudiert polystyrol reduzierung frosteindringung resultierend straßenschäde -- 
10971,beton abziehen -- glätte oberfläche frisch vergossen beton mithilfe betonabzieher -- 
10972,sauergasentschwefelungsverfahren -- verfahren entfernung bestimmt korrosiv schadstoff schwefelwasserstoff -- h₂s -- rohgas -- beispielsweise girdler-prozess -- aminlösung verwenden -- modern verfahren -- polymermembran einsetzen -- 
10973,schnell maschine schreiben -- schnelle korrekt schreiben text -- 
10974,notfallsituation live-veranstaltung reagieren -- bewertung reaktion notfallsituation -- brand -- bedrohung -- unfall katastrophe -- -- alarmierung rettungsdienste ergreifen geeignet maßnahme schutz arbeitnehmer -- teilnehmer -- besucher zuhörer evakuierung gemäß festgelegt verfahren -- 
10975,terminplan abholung recycling einhalten -- einhalten anwenden terminplan abfallsammlung unternehmen -- recyclingmaterial sammeln verarbeiten -- effizienz müllabfuhr optimieren -- 
10976,lagerbewegung durchführen -- umlager verpackt verderblich früh verkaufsdatum vorne regal -- 
10977,geschrieben russisch verstehen -- lesen verstehen schriftlich text russisch sprache -- 
10978,anzugsmoment maschinenteil einstellen -- anziehen lösen maschinenteil hand- elektrowerkzeuge -- warten rohr -- gehäuse pleuelstange -- 
10979,hammerwerk reparieren -- reparieren defekt bauteil system maschine gerät -- zerkleinern schreddern verschieden material verwenden -- hand- elektrowerkzeuge -- 
10980,nutzeranforderung ikt-system -- verfahren abstimmung anforderung nutzer organisation systemkomponent -dienste -- verfügbar technologie technik eruierung ermittlung anforderung verwenden -- nutzerumfragen symptom durchführen symptom analysieren -- 
10981,italienisch schreiben -- verfassen schriftlich text italienisch sprache -- 
10982,produktkatalog ausarbeiten -- genehmigen erstellen artikel zusammenhang lieferung zentral geführt produktkatalog -- formulieren empfehlung weiterentwicklung katalog -- 
10983,maschine auswechseln -- bewerte zeitpunkt investition austausch maschine werkzeugmaschine ergreifen notwendig maßnahme -- 
10984,schraubmaschinenteil -- verschieden teil maschine herstellung schraube -- spindel -- spindelantriebsmotor -- getriebe änderung spindeldrehzahl -- führungskurve -- vorder querschlittenkurve -- revolver -- transporteur usw. 
10985,kokslöschung überwachen -- überwachen prozeß -- heiß koks ofen nehmen wasser zunehmend luft löschen -- transport ermöglichen -- 
10986,text abschreiben -- verwenden eingabegerät maus -- tastatur scanner -- text elektronisch erfassen -- 
10987,polsterreparatur durchführen -- reparieren bzw. restaurieren beschädigt polster breit spektrum fahrzeug -- verwenden material stoff -- leder -- kunststoff vinyl -- 
10988,astronomie unterrichten -- unterricht lernend theorie praxis astronomie -- insbesondere thema himmelskörper -- schwerkraft sonnensturm -- 
10989,servieren getränk -- verschieden aspekt verfahren technik -- verbraucher getränk servieren -- 
10990,erforderlich verfahren start ausführen -- ausführen reihe maßnahme start luftfahrzeug -- umfassen starten haupt hilfstriebwerk -- korrekt positionierung bremsklötze -- kontrolle fremdkörperschade -- abkoppeln bodenstromversorgungsfahrzeug usw. 
10991,jiddisch sprechen -- mündliches kommunizieren jiddisch sprache -- 
10992,preisbildungssystem logistik verwalten -- verwalten preisbildungssysteme logistik -- sicherstelle -- preis kosten angemessen widerspiegeln -- 
10993,sicherheitstechnik -- technisch disziplin -- sicherstellen -- system -- maschine gerät gemäß festgelegt sicherheitsstandard rechtsvorschrift umweltrecht funktionieren -- 
10994,textilfertigungsteam arbeiten -- harmonische zusammenarbeit kollege textil bekleidungsfertigungsteam -- 
10995,sportausrüstung anpassen -- änderung sportausrüstung -- z. b. bespannung schläger -- wachsen skier usw. 
10996,personal spielbank beaufsichtigen -- beobachten -- beaufsichtig einplan täglich aufgabe spielbankmitarbeiter -- 
10997,tier melken -- melken milchküh nutztier -- manuell mithilfe mechanisch -- 
10998,werbung auktion -- bewerben radio tv-auktion fachzeitschrift -- online -- per katalogvertrieb kanal -- 
10999,anatomie fisch -- lehre form morphologie fischart -- 
11000,kundenanfrag beantworten -- beantworte anfrage kunde bezug reiseroute -- tarif reservierung persönlich -- per post -- per e-mail telefonisch -- 
11001,niederländisch -- niederländisch sprache -- niederländisch amtssprache arbeitssprache eu -- 
11002,"gartenfläche erstellen -- bepflanz gartenfläche -- 
    "
11003,trittstufe setzstufe befestigen -- sicheres befestigen trittstufe treppe zugehörig senkrecht bauteil -- setzstufe -- tragend konstruktion treppe -- befestigen setz trittstufe schraube nägel traggerüst -- treppenwang -- wagen doppel-t-trägern -- verwenden klebstoffe -- knarr verhindern -- falls erforderlich -- 
11004,ressource lade entladetätigkeit vorbereiten bzw. einteilen -- bewerten anzahl arbeitskraft art gerät -- lade entladetätigkeit erforderlich -- 
11005,"beratung patent leisten -- beratung erfinder hersteller bezug patentfähigkeit erfindung -- recherche ermitteln -- erfindung neu -- innovativ tragfähig -- 
	 "
11006,anthropologie unterrichten -- unterricht lernend theorie praxis anthropologie bzw. entwicklung verhalten mensch -- insbesondere entwicklung kultur -- sprache sozial leben gepflogenheit bestimmt kultur -- 
11007,audio-editing-software -- software bearbeitung generierung audioinhalten -- adobe audition -- sound forge power sound editor -- 
11008,nebenwirkung medikament umgehen -- analysieren prüfen nebenwirkung medikament allgemein- lokalanästhetika antibiotikum -- beschreibe grundsatz arzneimittelproblematik desensibilisierung allergisch patient beraten bezüglich verwendung alternativ medikament -- 
11009,archiv leiten -- überwachen archivmitarbeit -- sicherstellen -- dokument -- akte gegenstand gemäß archivierungsstandard -vorschrift kennzeichnen -- ablegen aufbewahren -- 
11010,kakaopressprodukt lagern -- verwenden geeignet behälter lagerung kakaoerzeugnisse abpressen kakaobohn -- abfüllen schokoladenmasse topf -- abpresse angegeben menge kakaobutter sammeltanks ausgeben kakaokuche förderbänder -- 
11011,bauteil befestigen -- befestigen bauteil gemäß blaupause technisch plan -- unterbaugruppe fertigerzeugnis erstellen -- 
11012,buchführungsunterlag erläutern -- zusätzlich erläuterung offenlegung bezug erfassung kontenbewegung behandlung buchführungsunterlag personal -- lieferant -- prüfer etwaig instanz -- 
11013,"bewässerungssystem warten -- prüfung bewertung bewässerungssystem vereinbart zeitplänen -- feststellung defekt verschleiß bewässerungssystem veranlassung reparatur -- 
    "
11014,bürogerätebedarf verwalten -- überwachung -- analyse bereitstellung gerät -- büro geschäftsräum reibungslos geschäftsbetrieb erforderlich -- vorbereitung gerät kommunikationsgerät -- computer -- faxgerät fotokopiergerät -- 
11015,volumen lagerstätte berechnen -- schatz volumen öl gaslagerstätt berechnen räumlich ausdehnung -- porenvolumen gestein flüssigkeitsgehalt innerhalb pore -- 
11016,"service vordergrund stellen -- suche effizient möglichkeit -- mensch aktiv helfen -- 
    "
11017,wissenschaftlich messinstrument bedienen -- bedienen gerät -- maschine instrument wissenschaftlich messung -- gehören speziell wissenschaftlich messinstrument -- einfach erfassung datum auslegen -- 
11018,entwicklungsprozess organisation überprüfen -- beurteilen -- prüfen festlegen ausrichtung innovation entwicklungsprozess organisation -- effizienz steigern kosten senken -- 
11019,allgemein hämatologie -- medizinisches fachgebiet -- diagnose -- ätiologie behandlung blutkrankheit beschäftigen -- 
11020,bericht ergebnis sprengung erstellen -- untersuchung sprenggebiet meldung bericht -- sprengung erfolgreich -- aufführen relevant erkenntnis untersuchung -- 
11021,umweltschutzmaßnahme straßengüterverkehr anwenden -- anwendung strategie europäisch kommission verringerung co²-emissione -- durchsetzung umweltschutzmaßnahme -- sicherstellen -- co²-emissionsreduktionsziele erreichen -- 
11022,ausrüstung bohrlochkopf entwerfen -- entwerfen auswählen ausrüstung bohrlochkopf -- berücksichtigen örtlich geologisch gegebenheit -- art ressource anderer spezifisch eigenschaft örtlichkeit kosten -- 
11023,zahlung versandvorgang nachverfolgen -- überwachung fortschritt zahlung versandprodukt -- 
11024,wissenschaftlich modellbildung -- wissenschaftlich tätigkeit -- relevant aspekt situation ziel auswählen -- physikalisch prozeß -- empirisch objekt phänomen darstellen -- bess verständnis -- gut visualisierung quantifizierung ermöglichen simulieren -- untersucht gegenstand bestimmt umstand verhalten -- 
11025,bahngleis optisch überprüfen -- sichtkontrolle integrität gleiskörper -- schwelle schotter -- geschehen regel reaktion meldung bahnarbeiter feststellung sensor -- 
11026,aufnahme planen -- treffen notwendig vorkehrung musikaufnahme -- 
11027,antrag staatlich finanzhilfe vorbereiten -- vorbereitung antrag staatlich finanzmittel -- 
11028,maltesisch -- maltesisch sprache -- maltesisch amtssprache arbeitssprache eu -- 
11029,blechteil zusammenklemmen -- verwenden blechklammer sicher zusammenklemmen blechteilen -- 
11030,bühnenbild bauen -- entwerfen erstellen bühnenbild holz -- metall kunststoff ausstatten bühnenbereichen teppich stoff -- 
11031,gesundheitlich vorzug änderung ernährungsgewohnheit erkennen -- erkennen positiv auswirkung änderung ernährungsgewohnheit menschlich organismus -- 
11032,baustelle vorbereiten -- erstellen bauplan vorbereit baustelle errichtung gebäude bauwerk -- 
11033,standard datenaustausch verwalten -- festlegung aufrechterhaltung standard umwandlung datenstruktur quellschemas erforderlich datenstruktur zielschema -- 
11034,rente auszahlen -- auszahle rente leistung kunde -- überprüfen richtigkeit dokument korrekt auszahlungsbetrag -- 
11035,"fragetechnike bewertung einsetzen -- verwendung verschieden fragetechnike halbstrukturiert interview -- offen geschlossen frage starr-interview -- art einzuholend information anpassen -- 
	 "
11036,team leiten -- gewährleistung klar wirksam kommunikationskanal abteilung innerhalb organisation unterstützung intern extern funktion -- sicherstellen -- team standard ziel abteilung geschäftseinheit -- umsetzung erforderlich disziplinar beschwerdeverfahren -- gerecht kohärent konzept leistungsmanagement gewährleisten -- unterstützung einstellungsverfahren verwaltung -- schulung motivierung mitarbeiter -- potenzial wirksam leistungsmanagementmethod erreichen übertreffen -- förderung entwicklung bestimmt werthaltung beschäftigter -- teamethik -- -- 
11037,wartungsplan flughafenausrüstung festlegen -- festlegen wartungsplän ausrüstung fahrzeug -- flughafen einsetzen -- berücksichtigen verschieden kriterium planung wartungsarbeit -- sicherstelle -- fahrzeug ausrüstung jederzeit verfügung stehen -- 
11038,hoch sicherheitsbewusstsein verfügen -- gewährleistung hoch sicherheitsbewusstsein -- verwendung persönlich schutzausrüstung -- kommunikation mitarbeiter beratung frage gesundheit sicherheit -- 
11039,einwilligung aufklärung helfen -- sicherstelle -- patient familie umfassend risiko nutzen vorgeschlagen behandlung verfahren informieren -- einwilligung aufklärung geben -- einbeziehen patient familie prozess versorgung behandlung -- 
11040,verfassungsrecht -- rechtsvorschrift grundsatz präzedenzfälle staat organisation -- 
11041,ultraschallgerät benutzen -- einsatz ultraschalltechnike -gerät feststellung defekt fest material -- 
11042,semantisch hierarchie erstellen -- erstellen schlüssig liste hierarchie begriff benennung -- kohärent indexierung wissensorganisationssystem gewährleisten -- 
11043,zement entleeren -- einfüllen zement mischer behälter -- 
11044,blutspurenmuster analysieren -- analysieren dokumentieren muster blutspur überrest tatort formulieren schlussfolgerung hinblick ursache tathergang -- 
11045,geschrieben okzitanisch verstehen -- lesen verstehen schriftlich text okzitanisch sprache -- 
11046,fahrzeugtest durchführen -- durchführen test -- inspektion wartungsarbeit fahrzeug -- durchführen öl reifenwechsel -- auswuchte rad austauschen filter -- 
11047,fischproben diagnose sammeln -- sammeln fisch schalentierprobe diagnose fischseuchenspezialist -- 
11048,fernerfassungstechnik -- verschieden technik erfassung information objekt phänomen erdoberfläche -- physisch kontakt -- elektromagnetisch strahlung -- radar sonarbildverarbeitung -- 
11049,helligkeitsregler instand halten -- prüfen bedienen helligkeitsregler -- ergreifen geeignet maßnahme defekt regler -- defekt behoben spezialisiert reparaturdienst weiterleiten -- 
11050,platte offsetdruck instand halten -- herstellung lagerung platte offsetdruck -- zuvor ausgeschossen gerippt datei platte übertragen platte handwerkzeug -maschin belichten entwickeln -- 
11051,arbeitsablauf bohranlag planen -- planung arbeitsplan schätzung arbeitskräftebedarf -- 
11052,gummischicht aufbauen -- aufbauen anzahl spezifikation vorgeschrieben schicht beschneiden unregelmäßig kanten mithilfe scher messer -- 
11053,tapete entfernen -- entfernen bestehend tapet tapetenreste wand -- wand beschädigen -- verwenden mehrere technik werkzeug beschaffenheit art tapete -- einschließlich kittspachtel ablösen -- werkzeug aufrauen perforieren papier -- farbroller einweichen dampftapetenlöser -- 
11054,drehbuch künstlerisch produktion erstellen -- erstellen drehbuch -- kulisse -- handlung -- gerät -- inhalt umsetzungsverfahr theaterstück -- film sendung beschreiben -- 
11055,werkzeug schiffsbau -reparatur verwenden -- bauen reparieren schiff gerät handwerkzeug -- werkzeugmaschine messgerät -- sicheres durchführen notreparaturen vorübergehend reparatur -- ergreifen maßnahme gewährleistung sicher arbeitsumfeld -- verwenden verschieden art dichtungsmittel verpackung -- 
11056,steuervorschrift spirituose -- verwendung information brandtresor -- spirit safe -- -- überprüfen -- hinblick destillationsgrad steuervorschrift entsprechen -- brandtresor verschlossen versiegelt glaskasten -- vertreter staatlich steuerbehörde zugang -- 
11057,blitzschutzanlage installieren -- fixieren elektrode tief boden -- befestigen metallleiter -- z. b. kupferkabel -- wand installier blitzableiter dach -- 
11058,verwendung impfstoff betreuen -- verschreiben -- verabreichen betreuen verwendung impfstoff -- immunstimulanzien -- immunsuppressiva antisera -- 
11059,arbeitsumfeld schaffen -- künstler -- künstlerin potenzial ausschöpfen -- sicherstelle -- künstler arbeitssitzung vorbereiten intensiv begleiten -- einholen berücksichtigen rückmeldunge künstler arbeitssitzung -- 
11060,handbücher schreiben -- verfassen anweisung ordnungsgemäß sicher verwendung gerät -- maschine system -- 
11061,verbreitet fischkrankheit diagnostizieren -- diagnostizieren verbreitet fischkrankheit -- beobachten beschreibe häufig symptom verletzung -- 
11062,verkaufsziel festsetzen -- festsetzen verkaufsziel -- verkaufsteam innerhalb bestimmt zeitraum erreichen -- umsatzziel anzahl neukunde -- 
11063,musikveranstaltung organisieren -- festlegen datum programmablauf -- beschaffen erforderlich ressource koordinieren musikveranstaltung konzert -- wettbewerb prüfung -- 
